created_at,sale_price
1/28/2022,4496.64
1/29/2022,4399.370008
1/30/2022,4021.119995
1/31/2022,5859.089996
2/1/2022,4593.850006
2/2/2022,3932.009986
2/3/2022,4599.839981
2/4/2022,5804.01998
2/5/2022,6393.339998
2/6/2022,6887.629997
2/7/2022,5803.34001
2/8/2022,5210.640001
2/9/2022,4208.489997
2/10/2022,6142.420003
2/11/2022,4158.700005
2/12/2022,5117.790028
2/13/2022,5140.220003
2/14/2022,5730.279997
2/15/2022,5757.090009
2/16/2022,4787.390012
2/17/2022,4408.340007
2/18/2022,4652.120012
2/19/2022,5416.469987
2/20/2022,6218.100033
2/21/2022,4237.199999
2/22/2022,4922.380006
2/23/2022,5326.950015
2/24/2022,4621.910007
2/25/2022,4522.460013
2/26/2022,5123.880001
2/27/2022,5335.08002
2/28/2022,4842.699989
3/1/2022,4945.91
3/2/2022,5369.770006
3/3/2022,6230.540013
3/4/2022,6903.319984
3/5/2022,4312.679988
3/6/2022,5871.190017
3/7/2022,5294.750024
3/8/2022,4743.740031
3/9/2022,5187.590003
3/10/2022,7015.380024
3/11/2022,5964.600016
3/12/2022,7394.84
3/13/2022,5477.729991
3/14/2022,5351.870021
3/15/2022,4989.300024
3/16/2022,6325.000021
3/17/2022,5671.259997
3/18/2022,5851.009998
3/19/2022,5799.960004
3/20/2022,6429.430023
3/21/2022,7426.999997
3/22/2022,7284.320007
3/23/2022,6538.96
3/24/2022,5191.880002
3/25/2022,5078.9
3/26/2022,6340.989997
3/27/2022,6871.700007
3/28/2022,5413.589999
3/29/2022,4201.290007
3/30/2022,7146.560021
3/31/2022,7679.080027
4/1/2022,7661.190006
4/2/2022,6324.780021
4/3/2022,5601.990005
4/4/2022,5790.050002
4/5/2022,6426.200003
4/6/2022,8230.840017
4/7/2022,6822.19999
4/8/2022,6360.569996
4/9/2022,5903.359994
4/10/2022,6909.750006
4/11/2022,6623.589985
4/12/2022,5439.299996
4/13/2022,7504.750002
4/14/2022,7056.489981
4/15/2022,6414.910003
4/16/2022,6233.359993
4/17/2022,8051.75001
4/18/2022,7063.400005
4/19/2022,7238.849994
4/20/2022,8890.530016
4/21/2022,9383.570017
4/22/2022,7809.859975
4/23/2022,8095.120017
4/24/2022,6923.490043
4/25/2022,5795.760018
4/26/2022,6886.500011
4/27/2022,6954.060003
4/28/2022,6989.410008
4/29/2022,9428.990008
4/30/2022,6843.419988
5/1/2022,8135.690014
5/2/2022,8907.960026
5/3/2022,7714.780002
5/4/2022,8273.210011
5/5/2022,8955.660028
5/6/2022,7963.479991
5/7/2022,7923.589991
5/8/2022,7877.390005
5/9/2022,8596.759962
5/10/2022,8364.289994
5/11/2022,10327.85001
5/12/2022,7614.980039
5/13/2022,8384.360026
5/14/2022,7483.550018
5/15/2022,10124.99
5/16/2022,10011.27
5/17/2022,8896.130013
5/18/2022,10189.73002
5/19/2022,10239.03
5/20/2022,9276.890029
5/21/2022,11513.17
5/22/2022,9990.290039
5/23/2022,10899.28001
5/24/2022,9178.479976
5/25/2022,10570.41999
5/26/2022,11474.44001
5/27/2022,12743.03001
5/28/2022,12678.5
5/29/2022,14286.34998
5/30/2022,20482.44003
5/31/2022,32799.10998
6/1/2022,16948.78001
6/2/2022,16558.17004
6/3/2022,9727.83002
6/4/2022,5705.099995
6/5/2022,2063.150023
6/6/2022,1197.960003
